deaths removed sum_inc end_inc mob_a q_a test_a rew
375394.0 6.952297e6 0.0 0.0 1 1 1 -0.16000000000000003
375394.0 6.952297e6 0.0 0.0 1 1 1 -0.16000000000000003
375394.0 6.952297e6 0.0 0.0 1 1 1 -0.16000000000000003
375394.0 6.952297e6 0.0 0.0 1 1 1 -0.16000000000000003
375394.0 6.952297e6 0.0 0.0 1 1 1 -0.16000000000000003
375394.0 6.952297e6 0.0 0.0 1 1 1 -0.16000000000000003
375394.0 6.952297e6 0.0 0.0 1 1 1 -0.16000000000000003
375394.0 6.952297e6 0.0 0.0 1 1 1 -0.16000000000000003
375394.0 6.952297e6 0.0 0.0 1 1 1 -0.16000000000000003
375394.0 6.952297e6 0.0 0.0 1 1 1 -0.16000000000000003
375394.0 6.952297e6 0.0 0.0 1 1 1 -0.16000000000000003
375394.0 6.952297e6 0.0 0.0 1 1 1 -0.16000000000000003
375394.0 6.952297e6 0.0 0.0 1 1 1 -0.16000000000000003
375394.0 6.952297e6 0.0 0.0 1 1 1 -0.16000000000000003
375394.0 6.952297e6 0.0 0.0 1 1 1 -0.16000000000000003
375394.0 6.952297e6 0.0 0.0 1 1 1 -0.16000000000000003
375394.0 6.952297e6 0.0 0.0 1 1 1 -0.16000000000000003
375394.0 6.952297e6 0.0 0.0 1 1 1 -0.16000000000000003
375394.0 6.952297e6 0.0 0.0 1 1 1 -0.16000000000000003
375394.0 6.952297e6 0.0 0.0 1 1 1 -0.16000000000000003
375394.0 6.952297e6 0.0 0.0 1 1 1 -0.16000000000000003
375394.0 6.952297e6 0.0 0.0 1 1 1 -0.16000000000000003
375394.0 6.952297e6 0.0 0.0 1 1 1 -0.16000000000000003
375394.0 6.952297e6 0.0 0.0 1 1 1 -0.16000000000000003
375394.0 6.952297e6 0.0 0.0 1 1 1 -0.16000000000000003
375394.0 6.952297e6 0.0 0.0 1 1 1 -0.16000000000000003
375394.0 6.952297e6 0.0 0.0 1 1 1 -0.16000000000000003
375394.0 6.952297e6 0.0 0.0 1 1 1 -0.16000000000000003
375394.0 6.952297e6 0.0 0.0 1 1 1 -0.16000000000000003
375394.0 6.952297e6 0.0 0.0 1 1 1 -0.16000000000000003
375394.0 6.952297e6 0.0 0.0 1 1 1 -0.16000000000000003
375394.0 6.952297e6 0.0 0.0 1 1 1 -0.16000000000000003
375394.0 6.952297e6 0.0 0.0 1 1 1 -0.16000000000000003
375394.0 6.952297e6 0.0 0.0 1 1 1 -0.16000000000000003
375394.0 6.952297e6 0.0 0.0 1 1 1 -0.16000000000000003
375394.0 6.952297e6 0.0 0.0 1 1 1 -0.16000000000000003
375394.0 6.952297e6 0.0 0.0 1 1 1 -0.16000000000000003
375394.0 6.952297e6 0.0 0.0 1 1 1 -0.16000000000000003
375394.0 6.952297e6 0.0 0.0 1 1 1 -0.16000000000000003
375394.0 6.952297e6 0.0 0.0 1 1 1 -0.16000000000000003
375394.0 6.952297e6 0.0 0.0 1 1 1 -0.16000000000000003
375394.0 6.952297e6 0.0 0.0 1 1 1 -0.16000000000000003
375394.0 6.952297e6 0.0 0.0 1 1 1 -0.16000000000000003
375394.0 6.952297e6 0.0 0.0 1 1 1 -0.16000000000000003
375394.0 6.952297e6 0.0 0.0 1 1 1 -0.16000000000000003
375394.0 6.952297e6 0.0 0.0 1 1 1 -0.16000000000000003
375394.0 6.952297e6 0.0 0.0 1 1 1 -0.16000000000000003
375394.0 6.952297e6 0.0 0.0 1 1 1 -0.16000000000000003
375394.0 6.952297e6 0.0 0.0 1 1 1 -0.16000000000000003
375394.0 6.952297e6 0.0 0.0 1 1 1 -0.16000000000000003
375394.0 6.952297e6 0.0 0.0 1 1 1 -0.16000000000000003
375394.0 6.952297e6 0.0 0.0 1 1 1 -0.16000000000000003
375394.0 6.952297e6 0.0 0.0 1 1 1 -0.16000000000000003
375394.0 6.952297e6 0.0 0.0 1 1 1 -0.16000000000000003
375394.0 6.952297e6 0.0 0.0 1 1 1 -0.16000000000000003
375394.0 6.952297e6 0.0 0.0 1 1 1 -0.16000000000000003
375394.0 6.952297e6 0.0 0.0 1 1 1 -0.16000000000000003
375394.0 6.952297e6 0.0 0.0 1 1 1 -0.16000000000000003
375394.0 6.952297e6 0.0 0.0 1 1 1 -0.16000000000000003
375394.0 6.952297e6 0.0 0.0 1 1 1 -0.16000000000000003
375394.0 6.952297e6 0.0 0.0 1 1 1 -0.16000000000000003
375394.0 6.952297e6 0.0 0.0 1 1 1 -0.16000000000000003
375394.0 6.952297e6 0.0 0.0 1 1 1 -0.16000000000000003
375394.0 6.952297e6 0.0 0.0 1 1 1 -0.16000000000000003
375394.0 6.952297e6 0.0 0.0 1 1 1 -0.16000000000000003
375394.0 6.952297e6 0.0 0.0 1 1 1 -0.16000000000000003
375394.0 6.952297e6 0.0 0.0 1 1 1 -0.16000000000000003
375394.0 6.952297e6 0.0 0.0 1 1 1 -0.16000000000000003
375394.0 6.952297e6 0.0 0.0 1 1 1 -0.16000000000000003
375394.0 6.952297e6 0.0 0.0 1 1 1 -0.16000000000000003
375394.0 6.952297e6 0.0 0.0 1 1 1 -0.16000000000000003
375394.0 6.952297e6 0.0 0.0 1 1 1 -0.16000000000000003
375394.0 6.952297e6 0.0 0.0 1 1 1 -0.16000000000000003
375394.0 6.952297e6 0.0 0.0 1 1 1 -0.16000000000000003
375394.0 6.952297e6 0.0 0.0 1 1 1 -0.16000000000000003
375394.0 6.952297e6 0.0 0.0 1 1 1 -0.16000000000000003
375394.0 6.952297e6 0.0 0.0 1 1 1 -0.16000000000000003
375394.0 6.952297e6 0.0 0.0 1 1 1 -0.16000000000000003
375394.0 6.952297e6 0.0 0.0 1 1 1 -0.16000000000000003
375394.0 6.952297e6 0.0 0.0 1 1 1 -0.16000000000000003
375394.0 6.952297e6 0.0 0.0 1 1 1 -0.16000000000000003
375394.0 6.952297e6 0.0 0.0 1 1 1 -0.16000000000000003
375394.0 6.952297e6 0.0 0.0 1 1 1 -0.16000000000000003
375394.0 6.952297e6 0.0 0.0 1 1 1 -0.16000000000000003
375394.0 6.952297e6 0.0 0.0 1 1 1 -0.16000000000000003
375394.0 6.952297e6 0.0 0.0 1 1 1 -0.16000000000000003
375394.0 6.952297e6 0.0 0.0 1 1 1 -0.16000000000000003
375394.0 6.952297e6 0.0 0.0 1 1 1 -0.16000000000000003
375394.0 6.952297e6 0.0 0.0 1 1 1 -0.16000000000000003
375394.0 6.952297e6 0.0 0.0 1 1 1 -0.16000000000000003
375394.0 6.952297e6 0.0 0.0 1 1 1 -0.16000000000000003
375394.0 6.952297e6 0.0 0.0 1 1 1 -0.16000000000000003
375394.0 6.952297e6 0.0 0.0 1 1 1 -0.16000000000000003
375394.0 6.952297e6 0.0 0.0 1 1 1 -0.16000000000000003
375394.0 6.952297e6 0.0 0.0 1 1 1 -0.16000000000000003
375394.0 6.952297e6 0.0 0.0 1 1 1 -0.16000000000000003
375394.0 6.952297e6 0.0 0.0 1 1 1 -0.16000000000000003
375394.0 6.952297e6 0.0 0.0 1 1 1 -0.16000000000000003
375394.0 6.952297e6 0.0 0.0 1 1 1 -0.16000000000000003
375394.0 6.952297e6 0.0 0.0 1 1 1 -0.16000000000000003
