deaths removed sum_inc end_inc mob_a q_a test_a rew
0.0 0.0 2.8e6 200000.0 5 1 1 -761.84624
13087.0 200000.0 2.662505e6 75592.0 5 1 1 -659.78476
25338.0 399007.0 2.516855e6 65608.0 5 1 1 -785.93304375
37039.0 596981.0 2.385415e6 78235.0 5 1 1 -661.87581625
47853.0 793996.0 2.243439e6 65853.0 5 1 1 -599.50553875
58097.0 990068.0 2.096754e6 59631.0 5 1 1 -427.6735875
67539.0 1.185121e6 1.934729e6 42470.0 5 1 1 -341.67235750000003
76379.0 1.379225e6 1.765671e6 33886.0 5 1 1 -309.65038499999997
84267.0 1.572276e6 1.59544e6 30708.0 5 1 1 -188.66003999999998
91294.0 1.764411e6 1.41491e6 18632.0 5 1 1 -164.6233125
97466.0 1.955539e6 1.23386e6 16250.0 5 1 1 -172.94913125000002
102737.0 2.145784e6 1.055449e6 17105.0 5 1 1 -122.91965625
107115.0 2.33513e6 873850.0 12125.0 5 1 1 -83.72829125
110427.0 2.523264e6 690637.0 8233.0 5 1 1 -74.56317
112963.0 2.710633e6 508068.0 7336.0 5 1 1 -32.693447500000005
115161.0 2.78148e6 438181.0 3158.0 5 1 1 -35.61782375000001
117015.0 2.84294e6 378326.0 3459.0 5 1 1 -37.04676375
118504.0 2.916211e6 307177.0 3611.0 5 1 1 -18.07665
119762.0 2.977901e6 245949.0 1720.0 5 1 1 -25.9388925
120705.0 3.033855e6 191566.0 2514.0 5 1 1 -15.06753875
121488.0 3.073682e6 152387.0 1431.0 5 1 1 -0.72092
122127.0 3.105379e6 120987.0 936.0 5 1 1 -0.6786587500000001
122597.0 3.134123e6 92700.0 927.0 5 1 1 -0.653815
122970.0 3.151559e6 75343.0 452.0 5 1 1 -0.635175
123268.0 3.166755e6 60389.0 540.0 5 1 1 -0.61714625
123495.0 3.182789e6 44445.0 317.0 5 1 1 -0.5983512500000001
123647.0 3.194166e6 33197.0 281.0 5 1 1 -0.59083375
