deaths removed sum_inc end_inc mob_a q_a test_a rew
109132.0 3.012595e6 0.0 0.0 5 5 5 -0.8
109132.0 3.012595e6 0.0 0.0 5 5 5 -0.8
109132.0 3.012595e6 0.0 0.0 5 5 5 -0.8
109132.0 3.012595e6 0.0 0.0 5 5 5 -0.8
109132.0 3.012595e6 0.0 0.0 5 5 5 -0.8
109132.0 3.012595e6 0.0 0.0 5 5 5 -0.8
109132.0 3.012595e6 0.0 0.0 5 5 5 -0.8
109132.0 3.012595e6 0.0 0.0 5 5 5 -0.8
109132.0 3.012595e6 0.0 0.0 5 5 5 -0.8
109132.0 3.012595e6 0.0 0.0 5 5 5 -0.8
109132.0 3.012595e6 0.0 0.0 5 5 5 -0.8
109132.0 3.012595e6 0.0 0.0 5 5 5 -0.8
109132.0 3.012595e6 0.0 0.0 5 5 5 -0.8
109132.0 3.012595e6 0.0 0.0 5 5 5 -0.8
109132.0 3.012595e6 0.0 0.0 5 5 5 -0.8
109132.0 3.012595e6 0.0 0.0 5 5 5 -0.8
109132.0 3.012595e6 0.0 0.0 5 5 5 -0.8
109132.0 3.012595e6 0.0 0.0 5 5 5 -0.8
109132.0 3.012595e6 0.0 0.0 5 5 5 -0.8
109132.0 3.012595e6 0.0 0.0 5 5 5 -0.8
109132.0 3.012595e6 0.0 0.0 5 5 5 -0.8
109132.0 3.012595e6 0.0 0.0 5 5 5 -0.8
109132.0 3.012595e6 0.0 0.0 5 5 5 -0.8
109132.0 3.012595e6 0.0 0.0 5 5 5 -0.8
109132.0 3.012595e6 0.0 0.0 5 5 5 -0.8
109132.0 3.012595e6 0.0 0.0 5 5 5 -0.8
109132.0 3.012595e6 0.0 0.0 5 5 5 -0.8
109132.0 3.012595e6 0.0 0.0 5 5 5 -0.8
109132.0 3.012595e6 0.0 0.0 5 5 5 -0.8
109132.0 3.012595e6 0.0 0.0 5 5 5 -0.8
109132.0 3.012595e6 0.0 0.0 5 5 5 -0.8
109132.0 3.012595e6 0.0 0.0 5 5 5 -0.8
109132.0 3.012595e6 0.0 0.0 5 5 5 -0.8
109132.0 3.012595e6 0.0 0.0 5 5 5 -0.8
109132.0 3.012595e6 0.0 0.0 5 5 5 -0.8
109132.0 3.012595e6 0.0 0.0 5 5 5 -0.8
109132.0 3.012595e6 0.0 0.0 5 5 5 -0.8
109132.0 3.012595e6 0.0 0.0 5 5 5 -0.8
109132.0 3.012595e6 0.0 0.0 5 5 5 -0.8
109132.0 3.012595e6 0.0 0.0 5 5 5 -0.8
109132.0 3.012595e6 0.0 0.0 5 5 5 -0.8
109132.0 3.012595e6 0.0 0.0 5 5 5 -0.8
109132.0 3.012595e6 0.0 0.0 5 5 5 -0.8
109132.0 3.012595e6 0.0 0.0 5 5 5 -0.8
109132.0 3.012595e6 0.0 0.0 5 5 5 -0.8
109132.0 3.012595e6 0.0 0.0 5 5 5 -0.8
109132.0 3.012595e6 0.0 0.0 5 5 5 -0.8
109132.0 3.012595e6 0.0 0.0 5 5 5 -0.8
109132.0 3.012595e6 0.0 0.0 5 5 5 -0.8
109132.0 3.012595e6 0.0 0.0 5 5 5 -0.8
109132.0 3.012595e6 0.0 0.0 5 5 5 -0.8
109132.0 3.012595e6 0.0 0.0 5 5 5 -0.8
109132.0 3.012595e6 0.0 0.0 5 5 5 -0.8
109132.0 3.012595e6 0.0 0.0 5 5 5 -0.8
109132.0 3.012595e6 0.0 0.0 5 5 5 -0.8
109132.0 3.012595e6 0.0 0.0 5 5 5 -0.8
109132.0 3.012595e6 0.0 0.0 5 5 5 -0.8
109132.0 3.012595e6 0.0 0.0 5 5 5 -0.8
109132.0 3.012595e6 0.0 0.0 5 5 5 -0.8
109132.0 3.012595e6 0.0 0.0 5 5 5 -0.8
109132.0 3.012595e6 0.0 0.0 5 5 5 -0.8
109132.0 3.012595e6 0.0 0.0 5 5 5 -0.8
109132.0 3.012595e6 0.0 0.0 5 5 5 -0.8
109132.0 3.012595e6 0.0 0.0 5 5 5 -0.8
109132.0 3.012595e6 0.0 0.0 5 5 5 -0.8
109132.0 3.012595e6 0.0 0.0 5 5 5 -0.8
109132.0 3.012595e6 0.0 0.0 5 5 5 -0.8
109132.0 3.012595e6 0.0 0.0 5 5 5 -0.8
109132.0 3.012595e6 0.0 0.0 5 5 5 -0.8
109132.0 3.012595e6 0.0 0.0 5 5 5 -0.8
109132.0 3.012595e6 0.0 0.0 5 5 5 -0.8
109132.0 3.012595e6 0.0 0.0 5 5 5 -0.8
109132.0 3.012595e6 0.0 0.0 5 5 5 -0.8
109132.0 3.012595e6 0.0 0.0 5 5 5 -0.8
109132.0 3.012595e6 0.0 0.0 5 5 5 -0.8
109132.0 3.012595e6 0.0 0.0 5 5 5 -0.8
