deaths removed sum_inc end_inc mob_a q_a test_a rew
108442.0 2.998245e6 0.0 0.0 5 2 2 -0.62
108442.0 2.998245e6 0.0 0.0 5 3 1 -1.58
108442.0 2.998245e6 0.0 0.0 3 3 2 -1.9300000000000002
108442.0 2.998245e6 0.0 0.0 3 3 2 -0.43000000000000005
108442.0 2.998245e6 0.0 0.0 3 3 2 -0.43000000000000005
108442.0 2.998245e6 0.0 0.0 3 3 3 -0.9800000000000001
108442.0 2.998245e6 0.0 0.0 1 3 3 -1.28
108442.0 2.998245e6 0.0 0.0 2 3 3 -0.88
108442.0 2.998245e6 0.0 0.0 3 3 3 -0.9800000000000001
108442.0 2.998245e6 0.0 0.0 1 3 2 -1.73
108442.0 2.998245e6 0.0 0.0 1 5 2 -1.25
108442.0 2.998245e6 0.0 0.0 1 5 3 -0.8
108442.0 2.998245e6 0.0 0.0 1 4 3 -0.79
108442.0 2.998245e6 0.0 0.0 1 3 3 -0.78
108442.0 2.998245e6 0.0 0.0 1 1 4 -1.81
108442.0 2.998245e6 0.0 0.0 1 1 3 -0.76
108442.0 2.998245e6 0.0 0.0 1 1 3 -0.26
108442.0 2.998245e6 0.0 0.0 2 1 3 -0.8600000000000001
108442.0 2.998245e6 0.0 0.0 2 2 3 -0.8700000000000001
108442.0 2.998245e6 0.0 0.0 2 2 1 -1.27
108442.0 2.998245e6 0.0 0.0 2 2 2 -0.8200000000000001
108442.0 2.998245e6 0.0 0.0 2 1 3 -1.36
108442.0 2.998245e6 0.0 0.0 3 1 3 -0.9600000000000001
108442.0 2.998245e6 0.0 0.0 2 2 3 -1.37
108442.0 2.998245e6 0.0 0.0 2 4 3 -1.3900000000000001
108442.0 2.998245e6 0.0 0.0 2 4 3 -0.39
108442.0 2.998245e6 0.0 0.0 2 4 3 -0.39
108442.0 2.998245e6 0.0 0.0 1 4 3 -0.79
108442.0 2.998245e6 0.0 0.0 2 4 3 -0.89
108442.0 2.998245e6 0.0 0.0 3 4 2 -1.44
108442.0 2.998245e6 0.0 0.0 4 5 3 -2.1
108442.0 2.998245e6 0.0 0.0 2 3 3 -2.38
108442.0 2.998245e6 0.0 0.0 3 3 3 -0.9800000000000001
108442.0 2.998245e6 0.0 0.0 4 2 3 -1.57
108442.0 2.998245e6 0.0 0.0 4 2 3 -0.5700000000000001
108442.0 2.998245e6 0.0 0.0 4 1 3 -1.06
108442.0 2.998245e6 0.0 0.0 3 2 3 -1.4700000000000002
108442.0 2.998245e6 0.0 0.0 2 2 3 -0.8700000000000001
108442.0 2.998245e6 0.0 0.0 2 2 2 -0.8200000000000001
108442.0 2.998245e6 0.0 0.0 2 2 3 -0.8700000000000001
108442.0 2.998245e6 0.0 0.0 3 5 3 -2.5
108442.0 2.998245e6 0.0 0.0 3 4 3 -0.99
108442.0 2.998245e6 0.0 0.0 3 4 3 -0.49000000000000005
108442.0 2.998245e6 0.0 0.0 3 4 4 -1.04
108442.0 2.998245e6 0.0 0.0 3 3 4 -1.03
108442.0 2.998245e6 0.0 0.0 3 3 4 -0.53
108442.0 2.998245e6 0.0 0.0 3 4 3 -1.49
108442.0 2.998245e6 0.0 0.0 3 4 3 -0.49000000000000005
108442.0 2.998245e6 0.0 0.0 4 4 2 -1.54
108442.0 2.998245e6 0.0 0.0 4 3 2 -1.03
