deaths removed sum_inc end_inc mob_a q_a test_a rew
219203.0 4.627128e6 12577.0 169.0 1 5 5 -0.40871749999999996
219237.0 4.629618e6 10227.0 174.0 1 5 5 -0.40939499999999995
219274.0 4.631934e6 7990.0 116.0 1 5 5 -0.40765625
219304.0 4.633443e6 6576.0 125.0 1 5 5 -0.41063
219346.0 4.634368e6 5713.0 104.0 1 5 5 -0.40608
219370.0 4.635538e6 4583.0 64.0 1 5 5 -0.40504874999999996
219390.0 4.636389e6 3751.0 39.0 1 5 5 -0.40305624999999995
219402.0 4.636962e6 3211.0 45.0 1 5 5 -0.40428749999999997
219419.0 4.637637e6 2549.0 30.0 1 5 5 -0.40279249999999994
219430.0 4.637982e6 2227.0 34.0 1 5 5 -0.4022724999999999
219439.0 4.638394e6 1824.0 18.0 1 5 5 -0.4007724999999999
219442.0 4.638768e6 1465.0 18.0 1 5 5 -0.40026124999999996
219443.0 4.639087e6 1154.0 9.0 1 5 5 -0.40176249999999997
219450.0 4.639333e6 911.0 10.0 1 5 5 -0.4020125
219458.0 4.63949e6 756.0 10.0 1 5 5 -0.4010025
219462.0 4.639654e6 590.0 2.0 1 5 5 -0.4007549999999999
219465.0 4.639763e6 482.0 4.0 1 5 5 -0.4007549999999999
219468.0 4.639879e6 367.0 4.0 1 5 5 -0.40050375
219470.0 4.639974e6 273.0 3.0 1 5 5 -0.40000624999999995
219470.0 4.640034e6 218.0 5.0 1 5 5 -0.40025124999999995
219471.0 4.640072e6 180.0 1.0 1 5 5 -0.40025124999999995
219472.0 4.640113e6 139.0 1.0 1 5 5 -0.4005025
219474.0 4.640138e6 114.0 2.0 1 5 5 -0.40000125
219474.0 4.64017e6 83.0 1.0 1 5 5 -0.4005025
219476.0 4.640187e6 66.0 2.0 1 5 5 -0.39999999999999997
219476.0 4.640203e6 50.0 0.0 1 5 5 -0.39999999999999997
219476.0 4.640212e6 41.0 0.0 1 5 5 -0.39999999999999997
219476.0 4.640221e6 32.0 0.0 1 5 5 -0.40025124999999995
219477.0 4.64023e6 23.0 1.0 1 5 5 -0.40025124999999995
219478.0 4.640232e6 21.0 1.0 1 5 5 -0.40000125
219478.0 4.640236e6 18.0 1.0 1 5 5 -0.39999999999999997
219478.0 4.640239e6 15.0 0.0 1 5 5 -0.39999999999999997
219478.0 4.640241e6 13.0 0.0 1 5 5 -0.40000125
219478.0 4.640244e6 11.0 1.0 1 5 5 -0.39999999999999997
219478.0 4.640245e6 10.0 0.0 1 5 5 -0.39999999999999997
219478.0 4.640246e6 9.0 0.0 1 5 5 -0.39999999999999997
219478.0 4.640248e6 7.0 0.0 1 5 5 -0.39999999999999997
219478.0 4.640249e6 6.0 0.0 1 5 5 -0.39999999999999997
219478.0 4.640251e6 4.0 0.0 1 5 5 -0.39999999999999997
219478.0 4.640251e6 4.0 0.0 1 5 5 -0.39999999999999997
219478.0 4.640251e6 4.0 0.0 1 5 5 -0.39999999999999997
219478.0 4.640251e6 4.0 0.0 1 5 5 -0.39999999999999997
219478.0 4.640252e6 3.0 0.0 1 5 5 -0.39999999999999997
219478.0 4.640253e6 2.0 0.0 1 5 5 -0.39999999999999997
219478.0 4.640254e6 1.0 0.0 1 5 5 -0.39999999999999997
219478.0 4.640254e6 1.0 0.0 1 5 5 -0.39999999999999997
219478.0 4.640254e6 1.0 0.0 1 5 5 -0.39999999999999997
219478.0 4.640255e6 0.0 0.0 1 5 5 -0.39999999999999997
219478.0 4.640255e6 0.0 0.0 1 5 5 -0.39999999999999997
219478.0 4.640255e6 0.0 0.0 1 5 5 -0.39999999999999997
219478.0 4.640255e6 0.0 0.0 1 5 5 -0.39999999999999997
219478.0 4.640255e6 0.0 0.0 1 5 5 -0.39999999999999997
219478.0 4.640255e6 0.0 0.0 1 5 5 -0.39999999999999997
219478.0 4.640255e6 0.0 0.0 1 5 5 -0.39999999999999997
219478.0 4.640255e6 0.0 0.0 1 5 5 -0.39999999999999997
219478.0 4.640255e6 0.0 0.0 1 5 5 -0.39999999999999997
219478.0 4.640255e6 0.0 0.0 1 5 5 -0.39999999999999997
219478.0 4.640255e6 0.0 0.0 1 5 5 -0.39999999999999997
219478.0 4.640255e6 0.0 0.0 1 5 5 -0.39999999999999997
219478.0 4.640255e6 0.0 0.0 1 5 5 -0.39999999999999997
219478.0 4.640255e6 0.0 0.0 1 5 5 -0.39999999999999997
219478.0 4.640255e6 0.0 0.0 1 5 5 -0.39999999999999997
219478.0 4.640255e6 0.0 0.0 1 5 5 -0.39999999999999997
219478.0 4.640255e6 0.0 0.0 1 5 5 -0.39999999999999997
219478.0 4.640255e6 0.0 0.0 1 5 5 -0.39999999999999997
219478.0 4.640255e6 0.0 0.0 1 5 5 -0.39999999999999997
219478.0 4.640255e6 0.0 0.0 1 5 5 -0.39999999999999997
219478.0 4.640255e6 0.0 0.0 1 5 5 -0.39999999999999997
219478.0 4.640255e6 0.0 0.0 1 5 5 -0.39999999999999997
219478.0 4.640255e6 0.0 0.0 1 5 5 -0.39999999999999997
219478.0 4.640255e6 0.0 0.0 1 5 5 -0.39999999999999997
219478.0 4.640255e6 0.0 0.0 1 5 5 -0.39999999999999997
219478.0 4.640255e6 0.0 0.0 1 5 5 -0.39999999999999997
219478.0 4.640255e6 0.0 0.0 1 5 5 -0.39999999999999997
219478.0 4.640255e6 0.0 0.0 1 5 5 -0.39999999999999997
219478.0 4.640255e6 0.0 0.0 1 5 5 -0.39999999999999997
219478.0 4.640255e6 0.0 0.0 1 5 5 -0.39999999999999997
219478.0 4.640255e6 0.0 0.0 1 5 5 -0.39999999999999997
219478.0 4.640255e6 0.0 0.0 1 5 5 -0.39999999999999997
219478.0 4.640255e6 0.0 0.0 1 5 5 -0.39999999999999997
219478.0 4.640255e6 0.0 0.0 1 5 5 -0.39999999999999997
219478.0 4.640255e6 0.0 0.0 1 5 5 -0.39999999999999997
219478.0 4.640255e6 0.0 0.0 1 5 5 -0.39999999999999997
219478.0 4.640255e6 0.0 0.0 1 5 5 -0.39999999999999997
219478.0 4.640255e6 0.0 0.0 1 5 5 -0.39999999999999997
219478.0 4.640255e6 0.0 0.0 1 5 5 -0.39999999999999997
219478.0 4.640255e6 0.0 0.0 1 5 5 -0.39999999999999997
219478.0 4.640255e6 0.0 0.0 1 5 5 -0.39999999999999997
219478.0 4.640255e6 0.0 0.0 1 5 5 -0.39999999999999997
219478.0 4.640255e6 0.0 0.0 1 5 5 -0.39999999999999997
219478.0 4.640255e6 0.0 0.0 1 5 5 -0.39999999999999997
219478.0 4.640255e6 0.0 0.0 1 5 5 -0.39999999999999997
219478.0 4.640255e6 0.0 0.0 1 5 5 -0.39999999999999997
219478.0 4.640255e6 0.0 0.0 1 5 5 -0.39999999999999997
219478.0 4.640255e6 0.0 0.0 1 5 5 -0.39999999999999997
219478.0 4.640255e6 0.0 0.0 1 5 5 -0.39999999999999997
219478.0 4.640255e6 0.0 0.0 1 5 5 -0.39999999999999997
219478.0 4.640255e6 0.0 0.0 1 5 5 -0.39999999999999997
219478.0 4.640255e6 0.0 0.0 1 5 5 -0.39999999999999997
219478.0 4.640255e6 0.0 0.0 1 5 5 -0.39999999999999997
219478.0 4.640255e6 0.0 0.0 1 5 5 -0.39999999999999997
219478.0 4.640255e6 0.0 0.0 1 5 5 -0.39999999999999997
219478.0 4.640255e6 0.0 0.0 1 5 5 -0.39999999999999997
219478.0 4.640255e6 0.0 0.0 1 5 5 -0.39999999999999997
219478.0 4.640255e6 0.0 0.0 1 5 5 -0.39999999999999997
219478.0 4.640255e6 0.0 0.0 1 5 5 -0.39999999999999997
219478.0 4.640255e6 0.0 0.0 1 5 5 -0.39999999999999997
219478.0 4.640255e6 0.0 0.0 1 5 5 -0.39999999999999997
219478.0 4.640255e6 0.0 0.0 1 5 5 -0.39999999999999997
219478.0 4.640255e6 0.0 0.0 1 5 5 -0.39999999999999997
219478.0 4.640255e6 0.0 0.0 1 5 5 -0.39999999999999997
219478.0 4.640255e6 0.0 0.0 1 5 5 -0.39999999999999997
219478.0 4.640255e6 0.0 0.0 1 5 5 -0.39999999999999997
219478.0 4.640255e6 0.0 0.0 1 5 5 -0.39999999999999997
219478.0 4.640255e6 0.0 0.0 1 5 5 -0.39999999999999997
219478.0 4.640255e6 0.0 0.0 1 5 5 -0.39999999999999997
219478.0 4.640255e6 0.0 0.0 1 5 5 -0.39999999999999997
219478.0 4.640255e6 0.0 0.0 1 5 5 -0.39999999999999997
219478.0 4.640255e6 0.0 0.0 1 5 5 -0.39999999999999997
219478.0 4.640255e6 0.0 0.0 1 5 5 -0.39999999999999997
219478.0 4.640255e6 0.0 0.0 1 5 5 -0.39999999999999997
219478.0 4.640255e6 0.0 0.0 1 5 5 -0.39999999999999997
219478.0 4.640255e6 0.0 0.0 1 5 5 -0.39999999999999997
219478.0 4.640255e6 0.0 0.0 1 5 5 -0.39999999999999997
219478.0 4.640255e6 0.0 0.0 1 5 5 -0.39999999999999997
219478.0 4.640255e6 0.0 0.0 1 5 5 -0.39999999999999997
219478.0 4.640255e6 0.0 0.0 1 5 5 -0.39999999999999997
219478.0 4.640255e6 0.0 0.0 1 5 5 -0.39999999999999997
219478.0 4.640255e6 0.0 0.0 1 5 5 -0.39999999999999997
219478.0 4.640255e6 0.0 0.0 1 5 5 -0.39999999999999997
219478.0 4.640255e6 0.0 0.0 1 5 5 -0.39999999999999997
219478.0 4.640255e6 0.0 0.0 1 5 5 -0.39999999999999997
219478.0 4.640255e6 0.0 0.0 1 5 5 -0.39999999999999997
219478.0 4.640255e6 0.0 0.0 1 5 5 -0.39999999999999997
219478.0 4.640255e6 0.0 0.0 1 5 5 -0.39999999999999997
219478.0 4.640255e6 0.0 0.0 1 5 5 -0.39999999999999997
219478.0 4.640255e6 0.0 0.0 1 5 5 -0.39999999999999997
219478.0 4.640255e6 0.0 0.0 1 5 5 -0.39999999999999997
219478.0 4.640255e6 0.0 0.0 1 5 5 -0.39999999999999997
219478.0 4.640255e6 0.0 0.0 1 5 5 -0.39999999999999997
219478.0 4.640255e6 0.0 0.0 1 5 5 -0.39999999999999997
219478.0 4.640255e6 0.0 0.0 1 5 5 -0.39999999999999997
219478.0 4.640255e6 0.0 0.0 1 5 5 -0.39999999999999997
219478.0 4.640255e6 0.0 0.0 1 5 5 -0.39999999999999997
219478.0 4.640255e6 0.0 0.0 1 5 5 -0.39999999999999997
219478.0 4.640255e6 0.0 0.0 1 5 5 -0.39999999999999997
219478.0 4.640255e6 0.0 0.0 1 5 5 -0.39999999999999997
219478.0 4.640255e6 0.0 0.0 1 5 5 -0.39999999999999997
219478.0 4.640255e6 0.0 0.0 1 5 5 -0.39999999999999997
219478.0 4.640255e6 0.0 0.0 1 5 5 -0.39999999999999997
219478.0 4.640255e6 0.0 0.0 1 5 5 -0.39999999999999997
219478.0 4.640255e6 0.0 0.0 1 5 5 -0.39999999999999997
219478.0 4.640255e6 0.0 0.0 1 5 5 -0.39999999999999997
